amount,currency,payer_account_number,beneficiary_account_number,payer_country_code,beneficiary_country_code,transaction_timestamp
845.30,SEK,AU54LFII54460838517993,NO57WZRD5391287884,AU,NO,2025-02-22T00:14:27Z
2433.81,HUF,DK54SQQY904579271472,US32MHBZ9864242383,DK,US,2026-03-26T22:33:24Z
1843.56,GBP,PL72ZDED0629328809832210,AU14AFHF0186766100,PL,AU,2025-07-05T01:37:18Z
2783.84,DKK,SE86PWMD8143561403,HU70JKUH9807468235,SE,HU,2026-03-10T11:53:41Z
10106.61,RON,AT86ZDBA076205459671,CA42AWBN6641106541134078,AT,CA,2025-09-03T17:58:42Z
2381.56,AUD,CH34YTPB5836683482,FR48RXSS2697083868889178,CH,FR,2026-04-05T10:00:37Z
1661.40,PLN,RO09LALZ2571976093201265,RO58UQSR604180952175,RO,RO,2026-04-23T04:35:52Z
8896.98,CAD,CH58POJW2746921188,SE18ICTW2642229758917045,CH,SE,2025-04-02T11:33:04Z
4334.36,USD,LU87JLPB68209225709001,ES80MHWK4072324728289540,LU,ES,2025-09-27T05:18:20Z
1836.81,NOK,BE23FWIW3126168507105801,DE14SLAT711526105370,BE,DE,2026-02-06T08:10:31Z
113.10,CHF,PL09ZNSK0741894854,ES29ZUEZ6989365294471619,PL,ES,2025-12-26T03:18:11Z
565.70,NOK,SE68CGYX0450258963,ES87FCOJ574835268064,SE,ES,2025-08-30T10:45:00Z
3420.49,EUR,DK24SRHW48838425364628,CA06KKBO4065795515623920,DK,CA,2025-12-14T19:41:01Z
6909.27,SEK,CZ13BPUW09131117861902,BE42ZJWO0220695354120122,CZ,BE,2025-09-10T02:05:46Z
3949.32,HUF,AU45BAFN1515325947,CH81TKBO07173279805950,AU,CH,2026-03-16T12:57:35Z
4419.65,HUF,IE01MJVT403910452036,RO05QTWY11849135992855,IE,RO,2025-02-07T09:28:42Z
2094.02,PLN,IE05LMCB6799006968,GB07CRMW7403784233944953,IE,GB,2025-04-24T19:06:20Z
1688.17,AUD,NL97FKKA250173654262,NL36DORI902923345110,NL,NL,2025-10-20T19:21:34Z
2577.11,EUR,BE86BLHA8430211667329045,PL58KYSR5921299642603362,BE,PL,2025-11-24T14:04:48Z
1530.25,GBP,NL66FCIO0920711523802362,BG12UZTX158189705916,NL,BG,2025-10-02T17:52:36Z
1435.11,SEK,FR47KRRC97721688005378,FR97ZWTG8692897284,FR,FR,2026-02-20T23:00:46Z
138.25,RON,CH65EFXY2002839482322041,AT35IPIU281165993020,CH,AT,2025-03-16T13:05:38Z
583.54,PLN,ES35WWEH277521353028,BE11NKBN63005937775691,ES,BE,2025-02-09T09:15:34Z
354.96,CHF,CZ87AUFT6174690298,DK27DZAI841966229131,CZ,DK,2025-02-25T04:14:16Z
1739.31,EUR,CA51RLNM0636219865504944,NO38UBON3493396504962732,CA,NO,2025-10-12T23:22:18Z
1423.20,GBP,IT11JEIG2585421880879919,US52EUHX19964338532472,IT,US,2025-04-02T05:49:15Z
1135.03,EUR,GB28HIGB115876054576,RO88SVIP76945353659746,GB,RO,2025-07-03T04:34:00Z
1747.86,HUF,US55GIEC545080959481,CZ43FYMT559664721307,US,CZ,2025-02-19T09:15:25Z
1147.94,CHF,LU15IFMD04893326145430,ES57SNHV3100817852211587,LU,ES,2026-04-03T02:27:34Z
959.04,JPY,DE46VIXF8744701732086523,DK56OOES6563370140052781,DE,DK,2025-06-12T10:11:27Z
2618.97,CAD,NL04AEPV214257316094,GB29SWZD681720313695,NL,GB,2025-02-05T10:36:36Z
1826.03,GBP,GB22XATU973525953322,BG19UWYO938992045735,GB,BG,2025-10-31T12:23:43Z
1376.77,CHF,IE64LBPM0870826971,ES97QZFG0107126158388217,IE,ES,2025-03-09T15:48:12Z
6412.27,AUD,RO68IYMP574223322280,HU81DYTJ25892225606295,RO,HU,2025-07-23T14:36:48Z
127.42,PLN,PT31UZXP118046741307,GB85KHRJ8520136260,PT,GB,2025-10-30T14:52:53Z
1275.13,PLN,SE92PVLM5470554912,AT80VCLC4119556409196939,SE,AT,2026-03-20T10:32:39Z
1717.18,SEK,CH07PZAZ042620197121,AU19JCGS696789760987,CH,AU,2025-05-24T14:05:30Z
1390.39,GBP,PT29CZTY276075988978,DE53LHUG31916543089523,PT,DE,2026-01-11T20:02:29Z
432.54,EUR,FR08LAYL6449747000268764,ES39RVYN6497974163656045,FR,ES,2026-04-01T05:34:29Z
701.16,AUD,BE89HPGB4969277119529635,NL26BWLS0255128276364315,BE,NL,2025-09-02T11:04:49Z
1859.58,BGN,CZ72YKTM46634544344149,AT15MSTS934497439464,CZ,AT,2026-03-11T15:32:03Z
2818.70,HUF,NL21EHBS86297398894132,SE13AYSO021707548534,NL,SE,2026-03-13T00:27:26Z
1331.97,HUF,HU60ZSEY030044964612,BG92THSB2512137565,HU,BG,2025-09-19T12:08:06Z
1243.33,DKK,SE74KUVP8619931458,BG38GIWK6311388503423622,SE,BG,2025-09-14T21:57:02Z
928.76,CHF,BE23INGU0437968680,IE04RZUK946902177417,BE,IE,2025-08-16T09:21:01Z
900.19,EUR,LU07EHRZ02289466527523,PT25EQET020256913303,LU,PT,2025-09-05T09:57:33Z
732.36,CHF,NL56CXWD7507627995530245,IE26BCFH72303420284719,NL,IE,2025-12-30T20:28:00Z
3162.96,NOK,NL84ZEJB07648717754619,DE76FIBM83872725812259,NL,DE,2025-05-07T22:07:10Z
2913.62,HUF,BE50YRJW82373379121211,PL06DQOQ3586901707,BE,PL,2025-10-27T06:05:27Z
3998.95,EUR,AT76ELDS52951712227643,BG28ROFF5422162654,AT,BG,2025-06-25T04:16:56Z
4743.76,AUD,PL24XXAW344470488789,HU74KAIO2059685195,PL,HU,2025-05-30T09:48:22Z
1718.09,NOK,PT89FMNU295634277752,RO20LSEA1658129205922941,PT,RO,2026-04-30T14:36:02Z
5001.38,BGN,DE27BESK96363726294206,CH48CKVI8513313800,DE,CH,2025-11-15T20:30:42Z
4771.75,SEK,LU90FCUC212154815826,PL69NRPM01918548806442,LU,PL,2025-06-24T08:02:33Z
3958.14,EUR,RO72QPOU3585664641962342,NL14TEWN213204104294,RO,NL,2025-05-18T23:50:52Z
8992.23,HUF,DK93PQSY1797269999,PT35SWQD831800366602,DK,PT,2025-08-07T13:45:36Z
14.49,EUR,BG95FRKG3105052438380582,NL53ZTFV0768627633,BG,NL,2025-06-02T18:54:42Z
580.23,BGN,IT78MVZG761851862671,DK31NRJY0132823392,IT,DK,2026-01-25T14:31:57Z
4729.65,SEK,FR44FOXT8750677610,RO54YUXL088143192797,FR,RO,2025-06-23T20:02:29Z
6260.33,NOK,CA45SNSR845720266568,FR49YFTL2573498992,CA,FR,2025-03-27T23:01:10Z
2306.42,CHF,CH80UAYO29907472966941,CH97OSTM0808974748599464,CH,CH,2025-12-04T23:52:58Z
4058.93,CHF,DE38DNOH78536988164980,SE33JKAZ860521026270,DE,SE,2026-01-27T12:30:54Z
2013.30,JPY,US02RFIR58130889830574,US85RRHT4185630275000305,US,US,2025-02-17T12:58:22Z
269.47,AUD,US45UGAL4184937846790870,RO83DQPF0013651034444299,US,RO,2026-04-09T06:27:05Z
802.40,NOK,BE54RMLF06221559967256,US98FFFD5334704747,BE,US,2025-09-24T08:56:28Z
852.21,SEK,US47THTN21383507124553,AT13FWTB3622117327,US,AT,2025-09-10T23:07:15Z
3701.42,AUD,NO82RXHT85585229425251,IT51DQKP91710508054914,NO,IT,2026-02-21T09:06:03Z
785.19,JPY,AU97LUGL478417159497,AU25IJTG5378803318,AU,AU,2025-06-28T21:29:45Z
5176.65,USD,PT88GHUQ608788281527,CA69PGAJ2515217465353780,PT,CA,2025-02-23T07:41:07Z
4979.16,DKK,FR54VPGJ67177629691433,SE50ESTS66450999900108,FR,SE,2025-10-04T16:48:11Z
1634.33,CAD,CZ02RHVW21189684424648,DK99QJTY9572857595828190,CZ,DK,2026-03-25T12:15:05Z
1455.49,USD,IT59XRTV2488397170,ES42YSQJ51436728681123,IT,ES,2026-03-30T10:57:03Z
1878.80,CHF,HU96NRDY9397814590,NL02XZTV177905528669,HU,NL,2025-09-23T10:06:14Z
3894.52,RON,PT80VKXQ7053260119,IE30ZSCA829742551360,PT,IE,2025-03-11T11:06:03Z
1894.51,CZK,PL12QWDB50243736158736,BE96MEOC589693353900,PL,BE,2026-02-20T13:20:13Z
971.62,SEK,HU11LUJO156639792551,CH12MJHM2837727028,HU,CH,2025-12-01T03:32:34Z
2626.68,HUF,CZ00KHJF6441610197,CA41UGKR64051038802730,CZ,CA,2025-11-15T08:19:47Z
1361.52,NOK,LU17QDIU47189395309690,ES53PMIW9228849874,LU,ES,2025-11-24T22:45:50Z
4840.28,USD,CH98KRXO717430688116,GB34YXYB439881873877,CH,GB,2025-07-04T04:24:50Z
630.00,SEK,HU27MJYP0413090915386028,GB16MELI041231905772,HU,GB,2025-07-01T18:45:18Z
820.52,HUF,NL07WWPW19324538109794,LU12UEEY87098726496322,NL,LU,2025-01-16T06:52:00Z
4613.61,NOK,GB23JAIW261189003468,DE55DWMG7028672020,GB,DE,2025-04-22T23:12:29Z
3779.88,CAD,BE50ZNXE9536890057,CZ60TKAB7325900739,BE,CZ,2025-07-03T15:40:02Z
3493.23,CHF,AU83OFFC3869087167,DE18FDAZ54617192817074,AU,DE,2025-01-27T21:07:35Z
139.24,AUD,AT28YJJZ252160252394,IE96CEXV9447726903,AT,IE,2025-04-23T09:23:55Z
2565.93,AUD,RO40DHEP1794802455985160,IT16DDSV5891268649,RO,IT,2025-10-02T06:40:32Z
1630.87,JPY,DK65VNEG6008844740837819,CA14SBPJ164006983692,DK,CA,2025-11-29T09:45:01Z
817.41,CHF,PT65NIOB139865462202,CH08FGXX2055033000088634,PT,CH,2025-07-28T22:48:45Z
684.70,NOK,BG78AAQQ1416009169,US96XUEH737989790608,BG,US,2025-03-28T09:28:31Z
11273.83,SEK,CH70NPIM000998433611,AT92HOCD5198545829,CH,AT,2025-03-05T20:19:41Z
525.07,EUR,AT85ACLG34660756999449,ES90IMNO010824028182,AT,ES,2025-07-21T18:32:33Z
1801.47,CHF,ES98JAEM085817452735,HU81GNJF570041291828,ES,HU,2026-04-09T06:53:08Z
1991.45,USD,BG08UFZU59046100792304,CH54NABC838271012329,BG,CH,2025-11-22T04:37:42Z
1081.22,USD,HU03UIRW07665344604227,CA53HUJM1915305734,HU,CA,2025-04-08T03:54:39Z
670.30,JPY,NO53CPNR251272670866,ES90ZMLW2241976878494771,NO,ES,2026-03-10T16:06:18Z
155.93,DKK,RO46ABND89742235434046,IT94YMRE2156495254,RO,IT,2025-06-11T07:41:14Z
8758.79,EUR,PL36UCYD9738818273,IT00VNHJ594882188496,PL,IT,2025-08-03T16:41:53Z
1299.62,AUD,DK44DDBF2543412301,NL90MBJT0372186003203197,DK,NL,2025-01-15T04:53:09Z
2319.32,DKK,DK10CZIB3471317197,PL97URNB6259084194,DK,PL,2025-02-08T10:43:18Z
1856.23,RON,HU01UDCG5358210728878072,AU99OTYB716160881972,HU,AU,2025-10-11T05:43:42Z
2265.13,PLN,ES81MIPP8375307681,PT00FZJR8557800244,ES,PT,2026-04-02T18:34:49Z
5226.53,CHF,PT20DMSB9685746706751691,ES31SLWX150164261070,PT,ES,2025-05-25T15:26:50Z
119.83,CAD,PT98IZFJ198392484813,PT03AJDX9105302151675864,PT,PT,2026-02-10T23:29:37Z
703.82,HUF,US42HJRC0501476427,BG64ZSZN5738551281,US,BG,2026-04-23T06:26:53Z
4116.00,CAD,AU29SLYS8155426097236024,NO37NYXL67720517107308,AU,NO,2025-04-15T01:41:15Z
1213.38,CAD,AU96UPRU703175438027,FR37CJQK2602925468627288,AU,FR,2025-07-24T17:23:01Z
1348.29,NOK,AT17AOUM271353867625,BE77EGQN9060488693205534,AT,BE,2025-07-14T16:51:31Z
65.32,HUF,NL77YEPG1597640535670789,GB59PWKL26190384227362,NL,GB,2026-02-12T15:28:16Z
154.72,GBP,AU22UEPD1757691716,PT21BYJF14486983052169,AU,PT,2025-05-17T18:03:56Z
4854.17,DKK,NL23AFXN1426471068,PT03COOY3163705004,NL,PT,2025-05-20T03:59:35Z
511.65,CHF,PL23IIMS172947638083,PT72BXMY40259985193932,PL,PT,2025-12-23T09:21:37Z
11863.94,GBP,AU23RCFS6350496026,BG91NOMU27284539749950,AU,BG,2026-01-19T02:57:49Z
4901.37,SEK,AU38ANXP60208019290221,NL47YJHT4489093225,AU,NL,2025-12-04T18:10:26Z
476.82,CHF,PT31LCBE55019354503698,IE70ZRJW933324362962,PT,IE,2025-05-11T07:30:36Z
1065.75,EUR,NL82HDEZ41290759659992,DK07DEHP3177495421062941,NL,DK,2026-02-23T03:51:58Z
1487.14,BGN,PL12SEFM1317536264752864,PT49DEWA1730099284524032,PL,PT,2026-04-29T05:25:13Z
1092.74,USD,BG42LAKD32191430877972,FR33OTEL22188345819204,BG,FR,2025-06-28T20:34:32Z
106.83,NOK,DK81MSGG299865159025,NO59WRVJ4085858838256726,DK,NO,2026-01-18T16:46:01Z
1773.76,CZK,IT61EVSY543551962822,NL23LAYD562472863942,IT,NL,2025-11-06T01:22:01Z
4761.89,USD,HU20HICJ900966270266,NL00IKBS63217400391019,HU,NL,2025-05-12T16:12:48Z
3600.40,CAD,IE79FEFJ1193600608277056,IE35MDVX0762643850095372,IE,IE,2026-02-23T10:54:11Z
237.14,AUD,PT84EHVD361094416423,LU91DMLI13727768576063,PT,LU,2025-11-27T13:57:31Z
497.31,JPY,LU35NZCP51887017999324,CZ89FBFJ744417234565,LU,CZ,2025-02-04T22:54:53Z
1231.51,RON,PT57SYAF48536268904723,SE66NXWI0095385574,PT,SE,2025-07-18T11:23:42Z
3238.60,AUD,IT41YSTA9378146047,DE82UNXD37884437066187,IT,DE,2025-07-02T02:34:24Z
1344.09,BGN,HU59EVMY681541858990,GB07EOPW910845078604,HU,GB,2025-11-18T15:16:07Z
3495.89,AUD,IE04KBHW746983306773,GB02MPWZ8222667941,IE,GB,2025-11-29T18:02:31Z
1794.09,HUF,CZ82QNKG90673963428987,NL51AXKZ04922170486186,CZ,NL,2026-01-30T15:23:43Z
1307.97,EUR,RO23BYCM907399289198,AU20PDRE5337170864942694,RO,AU,2025-06-09T22:51:52Z
3165.30,CHF,IT68VVHC549014599670,NL48TFCT87305498243884,IT,NL,2026-04-05T07:43:10Z
140.58,HUF,RO88VXCO6780664315,IE82QSYY1649281503,RO,IE,2025-04-24T22:39:01Z
1616.44,USD,AU19NUJB0308808172628296,BE70FUYJ85007288959274,AU,BE,2026-04-11T07:36:21Z
1941.44,AUD,DE75VDXT1276620808203917,DE07UYZF3444359624587012,DE,DE,2025-11-25T12:57:44Z
2712.21,HUF,NL38FVLG9091237530284976,AT90BHTM0243652405536481,NL,AT,2025-04-21T18:20:04Z
1448.83,RON,BG99IVAH4882159773854662,DK25EHNB6799864912594972,BG,DK,2025-10-13T05:24:57Z
515.47,JPY,ES49FFNS066617996235,BE48TSTV998335876887,ES,BE,2026-02-12T08:10:27Z
2360.89,NOK,BG99NAJD482084931539,NO67XGYT2260001440,BG,NO,2025-10-17T01:43:54Z
1571.32,CZK,HU18TXXC30491341038975,RO19URPE9986564224,HU,RO,2025-11-06T19:57:48Z
8736.01,DKK,NL07QFHK097669194896,CH16SYRB68201753079661,NL,CH,2025-04-28T13:01:36Z
1014.18,DKK,SE19YYUX04347412531379,CA40MDAB7732175036192025,SE,CA,2026-01-09T01:17:23Z
3203.44,DKK,CZ25QPGG0342444748904760,PL56XRNE510765191708,CZ,PL,2026-04-04T21:03:17Z
2970.24,NOK,GB68SLCI63409185805581,DE93XZDK4496539160770040,GB,DE,2025-05-10T07:00:54Z
4414.40,BGN,PL91JKJD03982218039662,IE98XXBH88640788026529,PL,IE,2025-01-10T18:54:29Z
8837.21,USD,BG36WNWT335623039744,CH02QQBY7089870920199184,BG,CH,2025-10-24T19:32:28Z
557.90,USD,IE49MDDK85805263211960,DE37OZVV205397077454,IE,DE,2025-04-23T19:49:55Z
2996.17,CZK,AT68VVYE171461995394,NO53ZPZM2623596053026184,AT,NO,2025-02-14T01:03:38Z
1665.62,CAD,NL57AGMQ0506306636050281,ES82UNIA0390912030,NL,ES,2026-03-08T11:43:05Z
59.95,GBP,ES43FWGY5979531926009860,GB17OLPJ44920548944538,ES,GB,2025-07-23T17:28:59Z
42.06,SEK,DE15WRTM58344566229521,FR63TPBK6036162486070472,DE,FR,2026-03-12T18:54:46Z
352.27,EUR,CA08LQLA5301731671,US40NBLQ9052244133954794,CA,US,2025-10-02T10:21:07Z
8655.69,AUD,BE27DVZK9057191898664693,BG54KMDR359748768057,BE,BG,2025-10-11T18:55:55Z
12717.22,CHF,BE60ZXCR30192209567333,IT18WWTW3239644028253267,BE,IT,2026-01-07T11:34:28Z
2252.90,RON,US33FOPH385202320914,CZ88ACNT328442347199,US,CZ,2025-05-26T02:47:40Z
2342.92,BGN,SE42KCKI26075699913831,ES03AWMZ33226227777331,SE,ES,2026-01-11T08:49:55Z
8053.85,CZK,CA51JXPA0385036059529842,SE80JCXB4027406758267625,CA,SE,2025-11-06T11:11:40Z
6508.42,RON,PL01BHWM856461497459,NL62USGD997984914986,PL,NL,2025-05-05T04:46:16Z
2421.41,CZK,BE40AJTW266432239461,PL16DFWR1594853400,BE,PL,2025-09-02T15:54:53Z
2889.40,GBP,BG94WFEG74225678718882,DE16GOQU0584168061349564,BG,DE,2025-12-06T09:06:11Z
1923.27,DKK,AU50AYVK7949638309723610,PL69BSEN6620165557,AU,PL,2025-07-30T12:09:11Z
7545.09,AUD,RO63VQMK57512476400068,SE57KQZZ8240516654512244,RO,SE,2025-09-14T17:47:10Z
1796.10,HUF,LU60JAEZ386860835701,DE57AHNG9442386020,LU,DE,2026-04-21T01:28:00Z
125.32,CZK,BG94RHAT13490961979797,CH17IKER13569480450735,BG,CH,2026-04-20T22:30:22Z
889.67,NOK,US01SKPU940598026029,BG32IEUZ3158925849,US,BG,2026-01-31T16:38:20Z
4651.91,CHF,NL05HDSX7748675951418648,AU92FGAQ958684196233,NL,AU,2025-04-30T06:39:23Z
3338.38,EUR,IT92RMWT27674831730662,CA75GVUV5181788242,IT,CA,2025-10-08T01:58:07Z
1039.36,RON,US53TRSA2327237179890223,GB60VSBB5487084779541767,US,GB,2025-08-31T15:43:51Z
2250.50,CHF,CH69RTVB3781591579089458,CH77YWUM683848876380,CH,CH,2025-03-02T02:43:38Z
1630.95,PLN,ES19HSMV2190518812,NL72UZRQ1820706690107923,ES,NL,2025-03-03T13:45:58Z
2024.29,DKK,NO70THHI4970350675789683,ES24KLWO7731231555,NO,ES,2025-10-29T01:48:07Z
4648.28,PLN,HU56VBLE8799384440,BE39LQRG1414701235,HU,BE,2025-09-05T05:23:17Z
1919.35,AUD,BE14KUYM0977978023,PT81JZYU56844679403664,BE,PT,2025-12-11T20:11:34Z
615.52,AUD,NL78KPGY8315975729273186,DE71YXGW2915854233,NL,DE,2025-04-15T15:13:26Z
1179.67,USD,IT08RLUX83966073446746,AT22XDLX84174916170502,IT,AT,2025-10-17T14:23:45Z
2730.62,SEK,IT72RCUJ3447609483,DE88PZOJ2928643302,IT,DE,2025-11-11T04:13:50Z
8705.21,CAD,CA73XUSM183667719666,HU55CAEK3420222349980137,CA,HU,2025-01-23T23:13:39Z
5544.39,CHF,CA45TXAD7915244614409233,DK99LCOJ5642601863726319,CA,DK,2026-01-15T05:07:13Z
5875.08,CZK,PL78UKLS277641490038,GB41AFXZ51344486722883,PL,GB,2025-10-24T05:39:56Z
1582.65,JPY,PL29CILI1574932511497887,NL75KGCE4095437766,PL,NL,2025-07-07T08:18:00Z
133.89,CHF,FR47QBBD3143915114367862,SE80DZAP8710968564,FR,SE,2026-02-15T08:54:21Z
1514.49,HUF,ES52URUA693315423060,CH06FGBF5505224114206670,ES,CH,2025-02-11T01:44:12Z
740.60,USD,FR72EADM3382222400539222,CH06LMEU1901134843,FR,CH,2026-04-03T08:27:50Z
535.35,USD,IE46FQMD239456452342,PL64MJYZ97602498663420,IE,PL,2025-05-16T09:21:40Z
1438.37,CHF,PL81VPUH98529735615266,GB47KSCI6253809664147533,PL,GB,2025-12-19T11:45:47Z
1159.54,CZK,US56YIYM5353896298532436,PL63SEJD71276383543468,US,PL,2025-08-13T02:50:32Z
1402.64,CZK,CH03NZDM497939981615,SE28VQCD8371030737260720,CH,SE,2026-03-25T18:03:43Z
2377.85,SEK,FR70WARE4931214639476254,LU18XSUF4563391729940369,FR,LU,2026-01-10T08:38:17Z
2734.64,RON,LU23UNWM97196706833539,SE14BDMD590163994901,LU,SE,2025-03-27T07:30:56Z
795.24,CHF,PT27PVNP481409841016,IE63TGBC81160499100420,PT,IE,2025-07-31T04:31:28Z
4442.59,SEK,ES53DMRB9903421348,SE95KJRI035316079179,ES,SE,2025-11-21T01:42:51Z
1961.66,BGN,FR10KZPD7132194024,PT59VAFQ4112874527,FR,PT,2025-02-15T15:22:42Z
6629.09,HUF,BG55PQLP4639138107491619,DE36FHUE5401315350,BG,DE,2025-06-15T12:58:14Z
1421.00,PLN,CA49CNRI52527410254717,CZ74RTWT88566948993005,CA,CZ,2025-05-25T02:49:48Z
3017.24,PLN,FR55OLVM558422717266,PL17YULM04607001441306,FR,PL,2025-09-22T15:43:32Z
4936.83,AUD,SE05ZWQO0066890417,HU17REAP2381152232822282,SE,HU,2025-07-22T11:22:18Z
814.35,SEK,AT19QGLT00410847913511,NL31LVAY35722892064157,AT,NL,2025-09-11T18:54:54Z
3560.17,DKK,DK30AERA0419453419,BE42YEZY4478674280,DK,BE,2026-02-12T03:37:32Z
1784.07,PLN,IT78HAMH78037891213974,DE30XMTS5585575994,IT,DE,2026-03-08T10:37:40Z
3564.22,SEK,BG73XANT9045289860610656,NL58HHOY57016527613681,BG,NL,2025-05-25T21:57:46Z
2007.50,BGN,AT45HUAQ37699296444772,PL41ZZAR23242348004172,AT,PL,2025-04-19T18:02:21Z
1005.91,CZK,AT50TDKR57490627960242,FR47OBHY329594523158,AT,FR,2025-07-11T12:58:00Z
642.62,AUD,ES02ETNM991721742922,SE03JCNO153926693706,ES,SE,2025-08-06T02:53:38Z
1097.07,RON,IE27DHSF4850220619,ES06DSHU359379719000,IE,ES,2025-01-26T15:28:51Z
3084.79,GBP,HU55DMEF64718559407992,NL29AJZY32316778145647,HU,NL,2025-09-23T07:43:45Z
33.33,NOK,AT78JYLG1776665052,IE84PUYN2092815780,AT,IE,2025-04-02T20:42:27Z
3989.27,USD,CA07EEHC6787067635,RO31EEGV1859212684856371,CA,RO,2026-05-01T09:52:02Z
413.84,RON,DE24ABAX753989231324,AT55LTVU6932784178376591,DE,AT,2025-08-31T00:04:04Z
1855.76,BGN,CH12DYIV6526642673,PT47CZEP455337565697,CH,PT,2025-02-02T00:50:46Z
1456.30,SEK,CA75NFFI51046250692965,LU49RKDE6276729350,CA,LU,2025-08-16T23:19:58Z
3759.49,DKK,CZ87IECE4650223477,AU70WWVX4579725184,CZ,AU,2025-07-19T22:17:43Z
1536.63,EUR,BG29UTQE4782337209,HU89WIKC7670636328630112,BG,HU,2025-06-08T03:35:56Z
7448.11,RON,ES92VQJQ26483336796082,NL88RTMP3605494692,ES,NL,2025-02-08T01:37:09Z
6230.13,CAD,NL72WBDG495193500115,DK37MDPL8038890441,NL,DK,2025-08-06T10:18:20Z
794.43,EUR,BE44MMQK3538148374,AT58KLQB090168564717,BE,AT,2025-02-19T14:42:17Z
92.90,JPY,AU04EOZV6988371611,DK46QMNZ1199767598332617,AU,DK,2026-04-18T09:38:25Z
72.21,RON,BE26LGIL9565728535,CH30HSUS426621775801,BE,CH,2026-02-21T13:32:17Z
4211.19,SEK,RO54RPTG3028532727,CH96MNSR451502528546,RO,CH,2025-11-27T08:35:03Z
4072.45,EUR,FR24ARSP073827777118,IE37EKEW8630900712102423,FR,IE,2025-12-29T19:40:06Z
1678.78,JPY,AT44XVPW7196199716596566,RO98ONJB8334400952242653,AT,RO,2025-02-10T06:09:49Z
7878.34,CHF,AU16CSCY39070547360157,CZ81SDCK1016260080,AU,CZ,2025-05-22T14:17:56Z
2056.44,CAD,ES85IOKT8335488357192149,US51PSCI3866432031726652,ES,US,2025-06-12T06:49:44Z
1248.43,JPY,SE33SFXP400020860146,ES02KCSA43271630335636,SE,ES,2025-09-16T16:55:23Z
4469.51,HUF,CZ01CBBX9089931878,BG14XAZJ2835415892,CZ,BG,2025-06-05T22:40:09Z
2430.76,EUR,CZ06IWHU6613662808122681,RO44YSJY4705311058330967,CZ,RO,2025-06-28T17:39:25Z
2411.64,NOK,PT17DRSD26937650167671,CZ65PPME636885016276,PT,CZ,2025-08-14T10:01:00Z
509.58,GBP,IT55OQWQ9376165228,PL82TVWR7499359812,IT,PL,2025-12-02T17:49:28Z
1619.62,DKK,CH19NKTP4083858050141716,CH42PRSG2956518871,CH,CH,2025-12-28T01:29:29Z
9431.18,RON,HU54BBUL0924492878,FR62LUOB029301125018,HU,FR,2026-02-13T05:33:39Z
1701.12,EUR,US73YAMV22233693180620,HU01ZPUG2426624975,US,HU,2025-05-13T18:05:35Z
3318.96,HUF,IE03WZKP4469567406,NO69PZGL45345146688658,IE,NO,2025-08-12T21:56:07Z
5151.68,CZK,PT25ZJRX586267366485,RO30EAVZ7587089432698344,PT,RO,2026-01-29T13:08:05Z
2933.06,DKK,IE04LAYX50509284672007,CA25IFYT907737295450,IE,CA,2026-02-20T23:47:05Z
73.48,BGN,IE17KRLD02045028143531,DK17OTIY379531112359,IE,DK,2025-11-24T13:14:47Z
457.41,RON,NL23OIER6251085738385545,LU10IUYN9193511745,NL,LU,2025-10-06T01:02:21Z
2883.12,HUF,GB89BYNE2816733746121575,CH54XXYX641260848187,GB,CH,2025-12-19T10:36:54Z
2224.85,EUR,US54SHCT3039951670450599,IT69EEVW7312343888048514,US,IT,2025-02-15T23:46:07Z
393.36,EUR,HU31MJLB823134275576,ES59FTTC5490443183,HU,ES,2026-04-18T02:20:17Z
1432.21,CHF,HU47HZCB977115062917,AT77EMZK7328162910,HU,AT,2026-04-23T17:07:17Z
4289.34,CHF,SE20DSRH9157376710529877,NO00OUJL5304450020,SE,NO,2025-05-01T20:57:47Z
3391.88,AUD,ES31RPRT3450295867,HU97MBHU4093467541,ES,HU,2026-02-09T11:21:15Z
396.13,CZK,DK69QDBC827210513346,BG07DRJF013882532083,DK,BG,2025-11-26T07:15:51Z
3489.45,BGN,RO66DXYU3603891736907894,DE82PNPF0052141070,RO,DE,2025-10-28T09:16:25Z
691.85,AUD,AU46ZAZU12370851191944,FR46ILNT2965561927671377,AU,FR,2026-03-12T10:52:29Z
3519.78,CZK,RO64NYEN956126678305,FR46PGOD887402234614,RO,FR,2026-01-25T03:47:53Z
1201.19,BGN,AT54GXGA11761421524831,US76MRXN647046568969,AT,US,2026-01-19T21:17:02Z
56.22,BGN,SE70RYHA4837936315,NO73FXEY2706593410,SE,NO,2025-10-21T03:19:44Z
3396.01,AUD,LU74DCRO282471830181,BE57WSYM7578984974,LU,BE,2025-04-23T17:51:56Z
2448.29,NOK,PL40FEDP1486565818,CZ79RVDA1735631631297557,PL,CZ,2025-02-14T04:19:27Z
1356.59,USD,IT77NGPR1938999068,CA21WBDY071675321633,IT,CA,2025-08-25T23:15:28Z
4544.90,HUF,CA60TQKI0490372954,FR47QYKQ563998127439,CA,FR,2025-03-01T17:10:46Z
6042.51,GBP,HU13OZIC581476212360,ES15WRMH54138453156309,HU,ES,2025-09-23T15:49:19Z
3694.97,BGN,IE76MQVX90964598724089,NL77FWDO3516681133973670,IE,NL,2026-01-01T06:54:13Z
323.49,GBP,NO90JAWF22241983063236,BG40JADR4442484202,NO,BG,2025-06-25T19:42:37Z
